Title,Year,Citation,Retraction,Retraction Time (days),Open Access,Number of Authors,Number of Retractions by Publishers,Number of Retractions by Journal,SJR,Journal Discontinue,Total Retractions by Authors
expression of vimentin in nasopharyngeal carcinoma and its possible molecular mechanism: a study based on immunohistochemistry and bioinformatics analysis,2019,6,0,1825,0,7,0.0,0.0,0.677,0,0
engineering metabolite-responsive transcriptional factors to sense small molecules in eukaryotes: current state and perspectives,2019,47,0,1825,1,3,0.0,1.0,1.048,0,0
multiomics analysis reveals a distinct mechanism of oleaginousness in the emerging model alga chromochloris zofingiensis,2019,53,0,1825,1,6,0.0,0.0,2.176,0,0
small heat shock proteins: multifaceted proteins with important implications for life,2019,49,0,1825,1,20,0.0,6.0,0.878,0,0
3d cell-based biosensor for cell viability and drug assessment by 3d electric cell/matrigel-substrate impedance sensing,2019,86,0,1825,0,7,0.0,0.0,2.052,0,1
the clinical significance of endothelin receptor type b in hepatocellular carcinoma and its potential molecular mechanism,2019,18,0,1825,0,7,0.0,36.0,0.726,0,1
molecular cloning and bioinformatics analysis of dqa gene from mink (neovison vison),2019,2,0,1825,1,7,0.0,17.0,1.179,0,0
network-based combinatorial crispr-cas9 screens identify synergistic modules in human cells,2019,47,0,1825,0,7,0.0,0.0,1.289,0,5
down-regulation of mir-200c attenuates angii-induced cardiac hypertrophy via targeting the mlck-mediated pathway,2019,22,0,1825,1,8,0.0,0.0,1.207,0,1
"isolation, purification, and differentiation of osteoclast precursors from rat bone marrow",2019,4,0,1825,0,9,0.0,0.0,0.449,0,5
the fascinating biology behind phage display: filamentous phage assembly,2019,31,0,1825,1,3,0.0,5.0,1.208,0,0
bioinformatic analysis of the prognostic value of the lncrnas encoding snornas in hepatocellular carcinoma,2019,39,0,1825,0,4,0.0,11.0,1.197,0,6
engineering multifunctional bioactive citric acid-based nanovectors for intrinsical targeted tumor imaging and specific sirna gene delivery in vitro/in vivo,2019,50,0,1825,0,7,0.0,3.0,3.016,0,5
influences of cellular characteristics and media properties on membrane microalgal harvesting: a comparative study using scenedesmus acuminatus cultivated at a pilot scale,2019,2,0,1825,0,7,0.0,4.0,0.624,0,3
constructing yeast chimeric pathways to boost lipophilic terpene synthesis,2019,22,0,1825,0,7,0.0,0.0,1.289,0,0
identification of key pathways and candidate genes in pancreatic ductal adenocarcinoma using bioinformatics analysis,2019,6,0,1825,1,6,0.0,66.0,0.644,0,0
parallel stochastic discrete event simulation of calcium dynamics in neuron,2019,5,0,1825,1,5,0.0,0.0,0.794,0,0
identification of mir-375 as a potential prognostic biomarker for esophageal squamous cell cancer: a bioinformatics analysis based on tcga and meta-analysis,2019,11,0,1825,0,2,0.0,0.0,0.677,0,0
synthetic biology for fundamental biochemical discovery,2019,4,0,1825,0,2,0.0,15.0,1.042,0,0
pard3 suppresses glioma invasion by regulating rhoa through atypical protein kinase c/nf-κb signaling,2019,11,0,1825,1,8,0.0,9.0,1.174,0,1
genome-wide identification and expression analyses of the bzip transcription factor genes in moso bamboo (phyllostachys edulis),2019,26,0,1825,1,6,0.0,17.0,1.179,0,0
growth suppression by altered (p)ppgpp levels results from non-optimal resource allocation in escherichia coli,2019,56,0,1825,1,2,86.0,26.0,7.048,0,0
"long noncoding rna anril regulates endothelial cell activities associated with coronary artery disease by up-regulating clip1, ezr, and lyve1 genes",2019,43,0,1825,1,10,0.0,7.0,1.766,0,1
low-voltage electrical cell lysis using a microfluidic device,2019,11,0,1825,0,4,0.0,0.0,0.578,0,0
glutathione responsive β-cyclodextrin conjugated s-nitrothiols as a carrier for intracellular delivery of nitric oxide,2019,13,0,1825,0,5,0.0,3.0,1.085,0,0
"epithelial-to-mesenchymal transition: lessons from development, insights into cancer and the potential of emt-subtype based therapeutic intervention",2019,49,0,1825,0,3,0.0,0.0,0.746,0,0
"biological synthesis of metallic nanoparticles (mnps) by plants and microbes: their cellular uptake, biocompatibility, and biomedical applications",2019,84,0,1825,0,5,0.0,7.0,0.957,0,3
prediction and characterization of promoters and ribosomal binding sites of zymomonas mobilis in system biology era,2019,31,0,1825,1,13,0.0,2.0,1.113,0,1
loss of bap1 results in growth inhibition and enhances mesenchymal–epithelial transition in kidney tumor cells,2019,20,0,1825,1,8,0.0,3.0,2.348,0,8
transcriptomics analysis of sirolimus treatment in lupus nephritis,2019,3,0,1825,1,4,0.0,135.0,0.781,0,1
global lysine crotonylation and 2-hydroxyisobutyrylation in phenotypically different toxoplasma gondii parasites,2019,33,0,1825,1,10,0.0,3.0,2.348,0,1
integrated bioinformatic analysis of differentially expressed genes and signaling pathways in plaque psoriasis,2019,28,0,1825,1,4,0.0,135.0,0.781,0,0
three-dimensional (3d) printed scaffold and material selection for bone repair,2019,531,0,1825,0,4,0.0,13.0,1.925,0,0
identification of dysregulated serum mir-508-3p and mir-885-5p as potential diagnostic biomarkers of clear cell renal carcinoma,2019,23,0,1825,1,3,0.0,135.0,0.781,0,0
r s r c l suppresses gastric cancer cell proliferation and migration by regulating p t e n expression,2019,9,0,1825,1,4,0.0,135.0,0.781,0,0
nuclear factor (erythroid-derived 2)-like 2 antioxidative response mitigates cytoplasmic radiation-induced dna double-strand breaks,2019,12,0,1825,1,2,0.0,17.0,1.625,0,0
gene microarray analysis of expression profiles in suberoyllanilide hyroxamic acid-treated dendritic cells,2019,4,0,1825,0,3,0.0,0.0,0.77,0,0
"cloning, expression pattern and functional characterization of fused, an important kinase of the hedgehog signalling pathway from locusta migratoria (orthoptera: acridoidea)",2019,1,0,1825,1,6,0.0,0.0,0.332,0,4
extracellular surface potential mapping by scanning ion conductance microscopy revealed transient transmembrane pore formation induced by conjugated polymer nanoparticles,2019,11,0,1825,0,8,0.0,1.0,0.907,0,0
transcriptional engineering for enhancing valuable components in photosynthetic microalgae,2019,0,0,1825,0,6,0.0,0.0,0.0,0,0
knockdown of lncrna pvt1 inhibits glioma progression by regulating mir-424 expression,2019,27,0,1825,1,11,20.0,0.0,0.472,0,0
identifying the potential substrates of the depalmitoylation enzyme acyl-protein thioesterase 1,2019,9,0,1825,0,8,12.0,0.0,0.531,0,0
postar2: deciphering the post-transcriptional regulatory logics,2019,111,0,1825,1,9,86.0,26.0,7.048,0,0
screening and bioinformatics analysis of iga nephropathy gene based on geo databases,2019,16,0,1825,1,3,0.0,193.0,0.656,0,1
predicting subcellular localization of multisite proteins using differently weighted multi-label k-nearest neighbors sets,2019,11,0,1825,1,7,127.0,1.0,0.267,0,2
katzlgo: large-scale prediction of lncrna functions by using the katz measure based on multiple networks,2019,51,0,1825,0,5,0.0,0.0,0.794,0,1
mgt-sm: a method for constructing cellular signal transduction networks,2019,18,0,1825,0,5,0.0,0.0,0.794,0,0
differences in the prognosis of gastric cancer patients of different sexes and races and the molecular mechanisms involved,2019,22,0,1825,1,7,0.0,39.0,1.099,0,0
protein subcellular localization prediction based on psi-blast profile and principal component analysis,2019,1,0,1825,0,8,12.0,0.0,0.162,0,1
ksimc: predicting kinase–substrate interactions based on matrix completion,2019,3,0,1825,1,6,0.0,17.0,1.179,0,0
fu-sulfpred: identification of protein s-sulfenylation sites by fusing forests via chou's general pseaac,2019,32,0,1825,0,3,0.0,4.0,0.553,0,1
the development of machine learning methods in cell-penetrating peptides identification: a brief review,2019,9,0,1825,0,4,12.0,0.0,0.453,0,0
identification of serotonin 2a receptor as a novel hcv entry factor by a chemical biology strategy,2019,10,0,1825,1,8,1.0,0.0,4.412,0,0
pcsk9: a novel inflammation modulator in atherosclerosis?,2019,45,0,1825,0,8,0.0,119.0,1.321,0,0
the impact of biophysics on medicinal chemistry,2019,1,0,1825,0,1,12.0,2.0,0.759,0,0
comparing hydroxyapatite with osteogenic medium for the osteogenic differentiation of mesenchymal stem cells on phbv nanofibrous scaffolds,2019,7,0,1825,0,9,0.0,0.0,0.595,0,0
systems properties and spatiotemporal regulation of cell position variability during embryogenesis,2019,13,0,1825,1,7,0.0,6.0,4.279,0,0
a novel machine learning based approach for ips progenitor cell identification,2019,22,0,1825,1,8,0.0,2.0,1.652,0,0
rapid initiation of guided bone regeneration driven by spatiotemporal delivery of il-8 and bmp-2 from hierarchical mbg-based scaffold,2019,110,0,1825,0,6,0.0,3.0,3.016,0,0
integrating multiple heterogeneous networks for novel lncrna-disease association inference,2019,92,0,1825,0,4,0.0,0.0,0.794,0,0
modulations of histone deacetylase 2 offer a protective effect through the mitochondrial apoptosis pathway in acute liver failure,2019,19,0,1825,1,7,0.0,52.0,1.477,0,0
modeling of ph domains and phosphoinositides interactions and beyond,2019,13,0,1825,0,5,3505.0,1.0,0.244,0,0
identification of potential core genes and mirnas in testicular seminoma via bioinformatics analysis,2019,6,0,1825,1,5,0.0,135.0,0.781,0,0
coordination of autophagy and other cellular activities,2019,5,0,1825,0,3,3505.0,1.0,0.244,0,0
screening key genes and signaling pathways in colorectal cancer by integrated bioinformatics analysis,2019,31,0,1825,1,5,0.0,135.0,0.781,0,0
stimuli-responsive polymer-doxorubicin conjugate: antitumor mechanism and potential as nano-prodrug,2019,96,0,1825,0,7,0.0,13.0,1.925,0,0
"system bioinformatic approach through molecular docking, network pharmacology and microarray data analysis to determine the molecular mechanism underlying the effects of rehmanniae radix praeparata on cardiovascular diseases",2019,22,0,1825,0,6,12.0,0.0,0.527,0,7
heme oxygenase-1 as a potential therapeutic target in rheumatic diseases,2019,9,0,1825,0,4,0.0,81.0,1.257,0,0
citrate reduced oxidative damage in stem cells by regulating cellular redox signaling pathways and represent a potential treatment for oxidative stress-induced diseases,2019,23,0,1825,1,9,0.0,3.0,3.008,0,0
loss of tp53i11 enhances the extracellular matrix-independent survival by promoting activation of ampk,2019,11,0,1825,1,8,0.0,4.0,1.112,0,0
integrated analysis highlights multiple long non‑coding rnas and their potential roles in the progression of human esophageal squamous cell carcinoma,2019,11,0,1825,1,6,0.0,108.0,0.864,0,0
construction of bovine serum albumin/aie-based quaternary complexes for efficient gene transfection,2019,8,0,1825,0,7,0.0,1.0,0.907,0,0
microrna-431 effects on the differentiation and proliferation of human dental pulp stem cells,2019,0,0,1825,0,6,0.0,0.0,0.118,0,0
characteristic genes in thp‑1 derived macrophages infected with mycobacterium tuberculosis h37rv strain identified by integrating bioinformatics methods,2019,10,0,1825,1,5,0.0,41.0,1.167,0,0
identification of long noncoding rna rp11-169f17.1 and rp11-669n7.2 as novel prognostic biomarkers of stomach adenocarcinoma based on integrated bioinformatics analysis,2019,12,0,1825,0,2,0.0,1.0,0.751,0,0
nanoreactor design based on self-assembling protein nanocages,2019,24,0,1825,1,3,0.0,17.0,1.179,0,0
reprogramming of meiotic chromatin architecture during spermatogenesis,2019,97,0,1825,1,16,0.0,19.0,9.332,0,8
multi-enzymatic recycling of atp and nadph for the synthesis of 5-aminolevulinic acid using a semipermeable reaction system,2019,6,0,1825,0,3,0.0,0.0,0.43,0,0
novel actions of sclerostin on bone,2019,66,0,1825,1,3,0.0,1.0,1.243,0,0
characterization and functional analysis of calcium/calmodulin-dependent protein kinases (camks) in the nematode-trapping fungus arthrobotrys oligospora,2019,29,0,1825,0,9,0.0,7.0,0.957,0,0
prediction and functional analysis of prokaryote lysine acetylation site by incorporating six types of features into chou's general pseaac,2019,15,0,1825,0,5,0.0,4.0,0.553,0,1
a prospect of cell immortalization combined with matrix microenvironmental optimization strategy for tissue engineering and regeneration 06 biological sciences 0601 biochemistry and cell biology,2019,36,0,1825,1,4,0.0,0.0,1.836,0,0
"drosophila pif1a is essential for spermatogenesis and is the homolog of human ccdc157, a gene associated with idiopathic noa",2019,13,0,1825,1,10,143.0,0.0,2.447,0,3
simultaneous quantification of cyt c interactions with hsp27 and bcl-xl using molecularly imprinted polymers (mips) coupled with liquid chromatography-tandem mass spectrometry (lc-ms/ms)-based targeted proteomics,2019,14,0,1825,0,3,0.0,0.0,0.742,0,0
exploiting locational and topological overlap model to identify modules in protein interaction networks,2019,19,0,1825,1,4,0.0,1.0,1.005,0,0
bioinspired engineering of organ-on-chip devices,2019,11,0,1825,0,4,3505.0,1.0,0.244,0,0
accbn: ant-colony-clustering-based bipartite network method for predicting long non-coding rna-protein interactions,2019,13,0,1825,1,5,0.0,1.0,1.005,0,5
why snp rs227584 is associated with human bmd and fracture risk? a molecular and cellular study in bone cells,2019,3,0,1825,1,8,0.0,0.0,1.207,0,0
analysis of the laccase gene family and mir397-/mir408-mediated posttranscriptional regulation in salvia miltiorrhiza,2019,21,0,1825,1,5,0.0,5.0,0.623,0,1
"preclinical optimization of a shelf-ready, injectable, human-derived, decellularized allograft adipose matrix",2019,18,0,1825,0,10,0.0,0.0,0.0,0,0
cell entry of bmcpv can be promoted by tyrosine-protein kinase src64b-like protein,2019,8,0,1825,0,8,0.0,0.0,0.649,0,2
prognostic signature associated with radioresistance in head and neck cancer via transcriptomic and bioinformatic analyses,2019,38,0,1825,1,7,0.0,21.0,1.087,0,0
exosomes isolated from caps1‑overexpressing colorectal cancer cells promote cell migration,2019,18,0,1825,1,7,0.0,108.0,0.864,0,0
induced pluripotent stem cells as a tool for comparative physiology: lessons from the thirteen-lined ground squirrel,2019,11,0,1825,1,4,0.0,0.0,1.017,0,0
identification of hsp90 as a direct target of artemisinin for its anti-inflammatory activity: via quantitative chemical proteomics,2019,10,0,1825,0,5,0.0,0.0,0.607,0,0
constructing network topologies for multiple signal-encoding functions,2019,2,0,1825,1,3,0.0,2.0,0.0,0,6
nrf2 overexpression for the protective effect of skin-derived precursors against uv-induced damage: evidence from a three-dimensional skin model,2019,28,0,1825,1,7,0.0,52.0,1.477,0,1
identification and characterization of genes with absolute mrna abundances changes in tumor cells with varied transcriptome sizes,2019,1,0,1825,1,11,0.0,5.0,1.047,0,6
dynamics expression of dmfkbp12/calstabin during embryonic early development of drosophila melanogaster 06 biological sciences 0601 biochemistry and cell biology 06 biological sciences 0604 genetics,2019,1,0,1825,1,22,0.0,0.0,1.836,0,4
overview of the biocreative vi precision medicine track: mining protein interactions and mutations for precision medicine,2019,32,0,1825,1,27,86.0,0.0,0.0,0,1
study on the multitarget synergistic effects of kai-xin-san against alzheimer's disease based on systems biology,2019,19,0,1825,1,7,0.0,52.0,1.477,0,1
"system biology of metal tolerance in plants: an integrated view of genomics, transcriptomics, metabolomics, and phenomics",2019,34,0,1825,0,3,0.0,0.0,0.0,0,3
increased expression of trip13 drives the tumorigenesis of bladder cancer in association with the egfr signaling pathway,2019,20,0,1825,1,15,16.0,6.0,2.114,0,6
